HomeTeamId,AwayTeamId,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BWH,BWD,BWA,BFH,BFD,BFA,PSH,PSD,PSA,WHH,WHD,WHA,MaxH,MaxD,MaxA,AvgH,AvgD,AvgA,FTHG
5,14,2,9,9,9,2,8,3,0,0,0,7.0,4.75,1.42,6.75,4.8,1.43,7.5,5.0,1.4,7.84,4.94,1.42,7.5,4.75,1.4,7.55,5.06,1.46,8.0,5.06,1.46,-1.0
7,7,5,5,10,8,5,0,4,1,0,0,3.0,3.3,2.4,2.8,3.4,2.45,2.9,3.3,2.45,2.96,3.37,2.51,2.88,3.4,2.4,2.95,3.65,2.49,3.0,3.65,2.55,-1.0
2,21,0,6,6,13,0,8,2,2,1,0,3.3,3.4,2.2,3.3,3.4,2.15,3.4,3.3,2.2,3.36,3.38,2.27,3.3,3.5,2.15,3.4,3.63,2.25,3.6,3.63,2.29,-1.0
13,7,6,4,13,14,5,4,1,1,0,0,1.48,4.5,6.25,1.52,4.4,5.75,1.5,4.6,6.5,1.51,4.64,6.26,1.5,4.4,6.5,1.54,4.82,6.26,1.54,4.9,6.5,1.0
16,9,7,2,11,17,3,5,0,0,0,0,3.1,3.25,2.35,3.1,3.2,2.35,3.1,3.25,2.4,3.22,3.18,2.45,3.1,3.2,2.38,3.23,3.41,2.42,3.28,3.41,2.47,1.0
4,10,3,5,6,10,7,3,1,0,0,0,5.75,3.8,1.62,5.0,3.9,1.66,5.5,3.9,1.65,5.66,3.96,1.65,5.5,3.9,1.65,5.38,4.15,1.7,5.75,4.15,1.7,-1.0
7,11,5,4,20,18,6,4,4,3,0,0,2.0,3.3,3.75,2.1,3.3,3.6,2.1,3.4,3.6,2.12,3.35,3.8,2.05,3.4,3.6,2.1,3.69,3.73,2.14,3.69,3.86,2.08,0.0
7,6,3,2,10,8,10,5,1,3,0,0,2.1,3.3,3.7,2.1,3.25,3.7,2.1,3.3,3.75,2.11,3.29,3.92,2.05,3.3,3.75,2.12,3.5,3.87,2.13,3.5,4.0,2.08,0.0

